10%_constrained,20%_constrained,30%_constrained,50%_constrained,10%_or_+/-_2hr24min,20%_or_+/-_2hr24min,30%_or_+/-_2hr24min,50%_or_+/-_2hr24min,Year,Expt/Location,Aerated/Flowthrough/Neither,Temp,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Min_(hours),Max_(hours),Midpoint_(hours),Contraint_Percentage_([max-min]/mid,Start_+_End_Windows,Window,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c13-2,Haustrum haustorium,EPFS Rocks,39.8,Patelloida corticata,Paia Point,11.8,,no,0.137,no,,100,0.000,,5/22/2007 19:12,5/22/2007 20:14,,5/22/2007 22:10,5/22/2007 23:10,,0.08,0.17,0.12,1.93,3.97,2.95,0.69,2:02:00,0.08,10.56,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c14-2,Haustrum haustorium,EPFS Rocks,34.7,Notoacmea Radial,Paia Point,8.6,,no,0.055,no,,100,0.000,,5/22/2007 21:09,5/22/2007 22:10,,5/22/2007 22:10,5/22/2007 23:10,,0.00,0.08,0.04,0.00,2.02,1.01,2.00,2:01:00,0.08,10.64,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c15-2,Haustrum haustorium,EPFS Rocks,30.2,Patelloida corticata,Paia Point,8.9,,no,0.048,no,,100,0.000,,5/22/2007 19:12,5/22/2007 20:14,,5/22/2007 22:10,5/22/2007 23:10,,0.08,0.17,0.12,1.93,3.97,2.95,0.69,2:02:00,0.08,10.56,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c2-1,Haustrum haustorium,EPFS Rocks,32.7,Patelloida corticata,Paia Point,8.7,,no,0.055,no,,100,0.000,,5/22/2007 16:59,5/22/2007 18:10,,5/22/2007 23:05,5/23/2007 8:04,,0.20,0.63,0.42,4.92,15.08,10.00,1.02,10:10:00,0.42,2.31,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c5-1,Haustrum haustorium,EPFS Rocks,27.1,Patelloida corticata,Paia Point,7.8,,no,0.028,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c5-1,Haustrum haustorium,EPFS Rocks,27.1,Patelloida corticata,Paia Point,6.6,,no,0.041,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c6-2,Haustrum haustorium,EPFS Rocks,31.0,Notoacmea Radial,Paia Point,5.8,,no,0.017,no,,100,0.000,,5/22/2007 21:03,5/22/2007 22:05,,5/22/2007 23:05,5/23/2007 8:04,,0.04,0.46,0.25,1.00,11.02,6.01,1.67,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c6-2,Haustrum haustorium,EPFS Rocks,31.0,Notoacmea Radial,Paia Point,5.4,,no,0.016,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c9-2,Haustrum haustorium,EPFS Rocks,30.6,Notoacmea Radial,Paia Point,5.1,,no,0.013,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c9-2,Haustrum haustorium,EPFS Rocks,30.6,Notoacmea Radial,Paia Point,6.7,,no,0.027,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c9-2,Haustrum haustorium,EPFS Rocks,30.6,Notoacmea Radial,Paia Point,5.9,,no,0.018,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c9-2,Haustrum haustorium,EPFS Rocks,30.6,Notoacmea Radial,Paia Point,6.3,,no,0.028,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/22/2007 23:05,5/23/2007 8:04,,0.00,0.37,0.19,0.00,8.98,4.49,2.00,17:58:00,0.75,1.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c27-1,Haustrum scobina,Paia Point,10.6,Notoacmea Net,Paia Point,4.7,,yes,0.006,no,,100,0.000,,5/20/2007 23:47,5/22/2007 9:00,,5/22/2007 23:10,5/23/2007 8:11,,0.59,2.35,1.47,14.17,56.40,35.28,1.20,42:14:00,1.76,0.57,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c2-2,Haustrum haustorium,EPFS Rocks,28.9,Patelloida corticata,Paia Point,5.8,,no,0.018,no,,100,0.000,,5/22/2007 22:10,5/22/2007 23:10,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c2-2,Haustrum haustorium,EPFS Rocks,28.9,Patelloida corticata,Paia Point,7.0,,no,0.030,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.38,0.19,0.00,9.02,4.51,2.00,18:02:00,0.75,1.31,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c6-1,Haustrum haustorium,EPFS Rocks,20.0,Patelloida corticata,Paia Point,5.1,,no,0.009,no,,100,0.000,plate,5/22/2007 12:15,5/22/2007 13:11,,5/22/2007 23:10,5/23/2007 8:11,,0.42,0.83,0.62,9.98,19.93,14.96,0.67,9:57:00,0.41,2.36,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c9-2,Haustrum haustorium,EPFS Rocks,28.9,Patelloida corticata,Paia Point,6.8,,no,0.028,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.38,0.19,0.00,9.02,4.51,2.00,18:02:00,0.75,1.31,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c10-2,Haustrum haustorium,EPFS Rocks,25.3,Patelloida corticata,Paia Point,6.7,,no,0.017,no,,100,0.000,,5/22/2007 22:10,5/22/2007 23:10,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c14-2,Haustrum haustorium,EPFS Rocks,34.7,Notoacmea Radial,Paia Point,6.2,,no,0.018,no,,100,0.000,,5/22/2007 22:10,5/22/2007 23:10,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c14-2,Haustrum haustorium,EPFS Rocks,34.7,Notoacmea Radial,Paia Point,6.9,,no,0.031,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.38,0.19,0.00,9.02,4.51,2.00,18:02:00,0.75,1.31,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c15-2,Haustrum haustorium,EPFS Rocks,30.2,Patelloida corticata,Paia Point,7.4,,no,0.025,no,,100,0.000,,5/22/2007 22:10,5/22/2007 23:10,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,38.8,Patelloida corticata,Paia Point,9.7,,no,0.089,no,,100,0.000,,5/22/2007 18:18,5/22/2007 19:12,,5/22/2007 23:10,5/23/2007 8:11,,0.17,0.58,0.37,3.97,13.88,8.93,1.11,9:55:00,0.41,2.36,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c19-2,Haustrum haustorium,EPFS Rocks,37.1,Patelloida corticata,Paia Point,15.6,,no,0.350,no,,50,0.022,,5/22/2007 22:10,5/22/2007 23:10,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c20-1,Haustrum haustorium,EPFS Rocks,37.5,Patelloida corticata,Paia Point,9.8,,no,0.084,no,,100,0.000,,5/22/2007 19:12,5/22/2007 20:14,,5/22/2007 23:10,5/23/2007 8:11,,0.12,0.54,0.33,2.93,12.98,7.96,1.26,10:03:00,0.42,2.33,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c20-1,Haustrum haustorium,EPFS Rocks,37.5,Patelloida corticata,Paia Point,11.2,,no,0.093,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/22/2007 23:10,5/23/2007 8:11,,0.00,0.38,0.19,0.00,9.02,4.51,2.00,18:02:00,0.75,1.31,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c21-1,Haustrum haustorium,EPFS Rocks,36.9,Patelloida corticata,Paia Point,14.1,,no,0.310,no,,100,0.000,plate,5/22/2007 17:03,5/22/2007 18:18,,5/22/2007 23:10,5/23/2007 8:11,,0.20,0.63,0.42,4.87,15.13,10.00,1.03,10:16:00,0.43,2.28,0
1,1,1,1,1,1,1,1,2007,H-Times-CameraCaptured-Seatable,Flow,13.0,c1-1-1,Haustrum haustorium,Paia Point,17.8,Chamaesipho brunnea,Intertunnel,2.1,,no,,no,,100,0.000,"? Prey ID, top-entry",5/23/2007 4:02,,yes,5/23/2007 7:36,,yes,0.15,0.15,0.15,3.57,3.57,3.57,0.00,0:00:00,0.00,100.00,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-LowTemp,Aerated,10.8,c8-1,Haustrum haustorium,EPFS Rocks,34.5,Patelloida corticata,Paia Point,7.7,,no,0.062,no,,100,0.000,,5/22/2007 23:02,5/23/2007 8:00,,5/23/2007 8:00,5/23/2007 9:03,,0.00,0.42,0.21,0.00,10.02,5.01,2.00,10:01:00,0.42,2.34,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c6-2,Haustrum haustorium,EPFS Rocks,31.0,Notoacmea Radial,Paia Point,4.9,,no,0.008,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 9:07,5/23/2007 10:13,,0.04,0.46,0.25,1.05,11.13,6.09,1.66,10:05:00,0.42,2.32,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c23-1,Haustrum haustorium,EPFS Rocks,38.3,Patelloida corticata,Paia Point,8.5,,no,0.065,no,,100,0.000,plate,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 9:07,5/23/2007 10:13,,0.04,0.46,0.25,1.05,11.13,6.09,1.66,10:05:00,0.42,2.32,0
1,1,1,1,1,1,1,1,2007,H-Times-CameraCaptured-Seatable,Flow,13.0,c1-1-1,Haustrum haustorium,Paia Point,17.8,Siphonaria australis,Intertunnel,3.9,,no,,no,,100,0.000,,5/23/2007 8:08,,yes,5/23/2007 9:45,,yes,0.07,0.07,0.07,1.62,1.62,1.62,0.00,0:00:00,0.00,100.00,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c27-1,Haustrum scobina,Paia Point,10.6,Notoacmea Net,Paia Point,4.0,,no,0.005,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/23/2007 11:08,5/23/2007 12:20,,0.12,0.55,0.34,2.95,13.17,8.06,1.27,10:13:00,0.43,2.30,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c3-1,Haustrum haustorium,EPFS Rocks,17.1,Patelloida corticata,Paia Point,5.5,,no,0.013,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 12:12,5/23/2007 13:09,,0.17,0.59,0.38,4.13,14.07,9.10,1.09,9:56:00,0.41,2.36,0
1,1,1,1,1,1,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c18-1,Haustrum haustorium,EPFS Rocks,10.8,Austrolittorina cincta,Paia Point,5.0,,no,0.026,no,,100,0.000,,5/22/2007 12:07,5/22/2007 13:07,,5/23/2007 12:12,5/23/2007 13:09,,0.96,1.04,1.00,23.08,25.03,24.06,0.08,1:57:00,0.08,10.96,1
1,1,1,1,1,1,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c9-2,Haustrum haustorium,EPFS Rocks,30.6,Notoacmea Radial,Paia Point,5.0,,no,0.014,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 12:12,5/23/2007 13:09,,0.55,0.59,0.57,13.12,14.07,13.59,0.07,9:56:00,0.41,2.36,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c24-1,Haustrum scobina,Paia Point,12.7,Notoacmea Radial,Paia Point,5.1,,no,0.015,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/23/2007 12:20,5/23/2007 13:14,,0.17,0.59,0.38,4.15,14.07,9.11,1.09,9:55:00,0.41,2.36,0
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c7-2,Haustrum haustorium,EPFS Rocks,41.7,Patelloida corticata,Paia Point,8.6,,no,0.061,no,,100,0.000,,5/23/2007 9:12,5/23/2007 10:19,,5/23/2007 12:20,5/23/2007 13:14,,0.08,0.17,0.13,2.02,4.03,3.03,0.67,2:01:00,0.08,10.64,1
0,0,0,1,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c10-2,Haustrum haustorium,EPFS Rocks,25.3,Patelloida corticata,Paia Point,4.4,,no,0.005,no,,100,0.000,,5/23/2007 8:11,5/23/2007 9:12,,5/23/2007 12:20,5/23/2007 13:14,,0.13,0.21,0.17,3.13,5.05,4.09,0.47,1:55:00,0.08,11.13,1
1,1,1,1,1,1,1,1,2007,H-Times-CameraCaptured-Seatable,Flow,13.0,c1-5-1,Haustrum haustorium,Paia Point,9.2,Chamaesipho brunnea,Intertunnel,1.9,,no,,no,,100,0.000,"pred size estimated, ? Prey ID, top-entry",5/22/2007 17:09,,yes,5/23/2007 12:32,,yes,0.81,0.81,0.81,19.38,19.38,19.38,0.00,0:00:00,0.00,100.00,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c8-1,Haustrum haustorium,EPFS Rocks,31.6,Patelloida corticata,Paia Point,9.0,,yes,0.051,no,,100,0.000,plate,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 13:09,5/23/2007 14:07,,0.21,0.63,0.42,5.08,15.03,10.06,0.99,9:57:00,0.41,2.36,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c21-1,Haustrum haustorium,EPFS Rocks,26.1,Patelloida corticata,Paia Point,6.8,,no,0.022,no,,100,0.000,plate,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 13:09,5/23/2007 14:07,,0.21,0.63,0.42,5.08,15.03,10.06,0.99,9:57:00,0.41,2.36,0
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c2-2,Haustrum haustorium,EPFS Rocks,28.9,Patelloida corticata,Paia Point,6.8,,no,0.028,no,,100,0.000,,5/23/2007 9:12,5/23/2007 10:19,,5/23/2007 13:14,5/23/2007 14:13,,0.12,0.21,0.17,2.92,5.02,3.97,0.53,2:06:00,0.09,10.26,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c13-2,Haustrum haustorium,EPFS Rocks,39.8,Patelloida corticata,Paia Point,12.9,,no,0.129,no,,100,0.000,,5/23/2007 9:12,5/23/2007 10:19,,5/23/2007 13:14,5/23/2007 14:13,,0.12,0.21,0.17,2.92,5.02,3.97,0.53,2:06:00,0.09,10.26,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c11-1,Haustrum haustorium,EPFS Rocks,21.2,Austrolittorina cincta,Paia Point,3.8,,no,0.008,no,,100,0.000,,5/23/2007 12:20,5/23/2007 13:14,,5/23/2007 14:13,5/23/2007 15:06,,0.04,0.12,0.08,0.98,2.77,1.88,0.95,1:47:00,0.07,11.86,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c15-2,Haustrum haustorium,EPFS Rocks,30.2,Patelloida corticata,Paia Point,7.6,,no,0.039,no,,100,0.000,,5/22/2007 23:10,5/23/2007 8:11,,5/23/2007 14:13,5/23/2007 15:06,,0.25,0.66,0.46,6.03,15.93,10.98,0.90,9:54:00,0.41,2.37,0
0,0,0,1,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c14-2,Haustrum haustorium,EPFS Rocks,34.7,Notoacmea Radial,Paia Point,7.2,,no,0.032,no,,100,0.000,,5/23/2007 10:19,5/23/2007 11:08,,5/23/2007 15:06,5/23/2007 16:11,,0.17,0.24,0.20,3.97,5.87,4.92,0.39,1:54:00,0.08,11.21,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c19-2,Haustrum haustorium,EPFS Rocks,37.1,Patelloida corticata,Paia Point,10.3,,no,0.082,no,,100,0.000,,5/23/2007 12:20,5/23/2007 13:14,,5/23/2007 15:06,5/23/2007 16:11,,0.08,0.16,0.12,1.87,3.85,2.86,0.69,1:59:00,0.08,10.79,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c14-2,Haustrum haustorium,EPFS Rocks,34.7,Notoacmea Radial,Paia Point,6.6,,no,0.020,no,,100,0.000,,5/23/2007 15:06,5/23/2007 16:11,,5/23/2007 17:12,5/23/2007 18:24,,0.04,0.14,0.09,1.02,3.30,2.16,1.06,2:17:00,0.10,9.51,1
0,0,1,1,1,1,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.5,c2-1,Haustrum haustorium,EPFS Rocks,32.7,Patelloida corticata,Paia Point,9.1,,no,0.079,no,,100,0.000,,5/23/2007 12:12,5/23/2007 13:09,,5/23/2007 18:13,5/23/2007 19:02,,0.21,0.28,0.25,5.07,6.83,5.95,0.30,1:46:00,0.07,11.96,1
0,0,0,0,1,1,1,1,2007,H-Times-TopLab-LowTemp,Aerated,10.8,c10-1,Haustrum haustorium,EPFS Rocks,27.5,Notoacmea Radial,Paia Point,6.5,,no,0.034,no,,100,0.000,,5/23/2007 16:04,5/23/2007 17:06,,5/23/2007 18:59,5/23/2007 20:08,,0.08,0.17,0.12,1.88,4.07,2.98,0.73,2:11:00,0.09,9.90,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-LowTemp,Aerated,10.8,c9-1,Haustrum haustorium,EPFS Rocks,21.9,Notoacmea Radial,Paia Point,5.5,,no,0.014,no,,100,0.000,plate,5/22/2007 23:02,5/23/2007 8:00,,5/23/2007 20:08,5/23/2007 21:05,,0.51,0.92,0.71,12.13,22.05,17.09,0.58,9:55:00,0.41,2.36,0
0,1,1,1,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c3-2,Haustrum haustorium,EPFS Rocks,30.3,Patelloida corticata,Paia Point,15.2,,no,0.210,no,,100,0.000,,5/23/2007 10:19,5/23/2007 11:08,,5/23/2007 20:15,5/23/2007 21:13,,0.38,0.45,0.42,9.12,10.90,10.01,0.18,1:47:00,0.07,11.86,1
0,0,1,1,1,1,1,1,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c6-1,Haustrum haustorium,EPFS Rocks,20.0,Patelloida corticata,Paia Point,5.6,,no,0.032,no,,100,0.000,plate,5/23/2007 11:08,5/23/2007 12:20,,5/23/2007 20:15,5/23/2007 21:13,,0.33,0.42,0.38,7.92,10.08,9.00,0.24,2:10:00,0.09,9.97,1
0,0,1,1,0,0,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c12-1,Haustrum haustorium,EPFS Rocks,26.1,Patelloida corticata,Paia Point,8.2,,no,0.063,no,,100,0.000,"probably missed start and end, plate",5/22/2007 10:09,5/22/2007 11:11,,5/23/2007 22:12,5/24/2007 8:26,,1.46,1.93,1.69,35.02,46.28,40.65,0.28,11:16:00,0.47,2.09,0
0,0,1,1,0,0,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c12-1,Haustrum haustorium,EPFS Rocks,26.1,Patelloida corticata,Paia Point,8.9,,yes,0.035,no,,100,0.000,"probably missed start and end, plate",5/22/2007 10:09,5/22/2007 11:11,,5/23/2007 22:12,5/24/2007 8:26,,1.46,1.93,1.69,35.02,46.28,40.65,0.28,11:16:00,0.47,2.09,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c44-1,Haustrum scobina,Paia Point,14.4,Notoacmea Radial,Paia Point,3.7,2.4,yes,0.008,no,,100,0.000,,5/22/2007 23:05,5/23/2007 8:04,,5/23/2007 22:12,5/24/2007 8:26,,0.59,1.39,0.99,14.13,33.35,23.74,0.81,19:13:00,0.80,1.23,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-MidTemp,Aerated,15.0,c27-2,Haustrum haustorium,EPFS Rocks,25.8,Austrolittorina cincta,Paia Point,8.0,,yes,0.068,no,,100,0.000,partly drilled,5/23/2007 17:09,5/23/2007 18:13,,5/23/2007 22:12,5/24/2007 8:26,,0.17,0.64,0.40,3.98,15.28,9.63,1.17,11:18:00,0.47,2.08,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c11-1,Haustrum haustorium,EPFS Rocks,21.2,Austrolittorina cincta,Paia Point,3.5,,yes,0.008,no,,100,0.000,,5/23/2007 16:11,5/23/2007 17:12,,5/23/2007 22:15,5/24/2007 8:32,,0.21,0.68,0.45,5.05,16.35,10.70,1.06,11:18:00,0.47,2.08,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c9-2,Haustrum haustorium,EPFS Rocks,28.9,Patelloida corticata,Paia Point,6.4,,yes,0.021,no,,100,0.000,,5/23/2007 17:12,5/23/2007 18:24,,5/23/2007 22:15,5/24/2007 8:32,,0.16,0.64,0.40,3.85,15.33,9.59,1.20,11:29:00,0.48,2.05,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c13-2,Haustrum haustorium,EPFS Rocks,39.8,Patelloida corticata,Paia Point,9.5,,no,0.080,no,,100,0.000,,5/23/2007 22:15,5/24/2007 8:32,,5/23/2007 22:15,5/24/2007 8:32,,0.00,0.43,0.21,0.00,10.28,5.14,2.00,20:34:00,0.86,1.15,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,38.8,Patelloida corticata,Paia Point,8.3,,no,0.057,no,,100,0.000,,5/23/2007 21:13,5/23/2007 22:15,,5/23/2007 22:15,5/24/2007 8:32,,0.00,0.47,0.24,0.00,11.32,5.66,2.00,11:19:00,0.47,2.08,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c19-2,Haustrum haustorium,EPFS Rocks,37.1,Patelloida corticata,Paia Point,13.5,,no,0.148,no,,100,0.000,,5/23/2007 21:13,5/23/2007 22:15,,5/23/2007 22:15,5/24/2007 8:32,,0.00,0.47,0.24,0.00,11.32,5.66,2.00,11:19:00,0.47,2.08,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c23-1,Haustrum scobina,Paia Point,16.5,Notoacmea Radial,Paia Point,6.1,,no,0.021,no,,100,0.000,,5/23/2007 18:24,5/23/2007 19:09,,5/23/2007 22:15,5/24/2007 8:32,,0.13,0.59,0.36,3.10,14.13,8.62,1.28,11:02:00,0.46,2.13,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,38.8,Patelloida corticata,Paia Point,8.6,,no,0.038,no,,100,0.000,,5/23/2007 22:15,5/24/2007 8:32,,5/24/2007 8:32,5/24/2007 11:47,,0.00,0.56,0.28,0.00,13.53,6.77,2.00,13:32:00,0.56,1.74,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,38.8,Patelloida corticata,Paia Point,14.7,,yes,0.237,no,,99,0.000,,5/24/2007 8:32,5/24/2007 11:47,,5/24/2007 8:32,5/24/2007 12:43,,0.00,0.17,0.09,0.00,4.18,2.09,2.00,7:26:00,0.31,3.13,0
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,38.8,Patelloida corticata,Paia Point,,,no,,no,,,,,5/24/2007 8:32,5/24/2007 12:43,,5/24/2007 8:32,5/24/2007 13:45,,0.00,0.22,0.11,0.00,5.22,2.61,2.00,9:24:00,0.39,2.49,0
1,1,1,1,1,1,1,1,2007,H-Times-TopLab-MidTemp,Aerated,15.3,c14-1,Haustrum haustorium,EPFS Rocks,15.6,Austrolittorina cincta,Paia Point,7.3,,no,0.062,no,,100,0.000,,5/23/2007 8:04,5/23/2007 9:07,,5/24/2007 9:35,5/24/2007 10:39,,1.02,1.11,1.06,24.47,26.58,25.52,0.08,2:07:00,0.09,10.18,1
0,0,0,0,0,0,0,0,2007,H-Times-TopLab-LowTemp,Aerated,10.8,c11-1,Haustrum haustorium,EPFS Rocks,25.1,Patelloida corticata,Paia Point,7.4,,no,0.033,no,,100,0.000,,5/23/2007 22:09,5/24/2007 8:22,,5/24/2007 10:36,5/24/2007 11:32,,0.09,0.56,0.33,2.23,13.38,7.81,1.43,11:09:00,0.46,2.11,0
