Site,RecountNum,ElapsedDays,Block,Plot,Trtmt,SpeciesName,PercentCoverSpecies,ExtrapolatedCount
CapeFoulwind,1,178,F,2,+ Pred dPrey,Austrolittorina antipodum,FALSE,13
CapeFoulwind,1,178,F,2,+ Pred dPrey,Austrolittorina cincta,FALSE,445
CapeFoulwind,1,178,F,2,+ Pred dPrey,Benhamina obliquata,FALSE,1
CapeFoulwind,1,178,F,2,+ Pred dPrey,Cellana radians,FALSE,1
CapeFoulwind,1,178,F,2,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,229
CapeFoulwind,1,178,F,2,+ Pred dPrey,Epopella plicata COUNT,FALSE,211
CapeFoulwind,1,178,F,2,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,5
CapeFoulwind,1,178,F,2,+ Pred dPrey,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,F,2,+ Pred dPrey,Notoacmea 2spokes,FALSE,3
CapeFoulwind,1,178,F,2,+ Pred dPrey,Notoacmea Black,FALSE,11
CapeFoulwind,1,178,F,2,+ Pred dPrey,Notoacmea Radialspokes,FALSE,19
CapeFoulwind,1,178,F,2,+ Pred dPrey,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,F,2,+ Pred dPrey,Porphyra COUNT,FALSE,5
CapeFoulwind,1,178,F,2,+ Pred dPrey,Risellopsis varia,FALSE,5
CapeFoulwind,1,178,F,2,+ Pred dPrey,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,178,F,2,+ Pred dPrey,UNID Tar,TRUE,0.5
CapeFoulwind,1,178,F,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,523
CapeFoulwind,1,178,F,2,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,178,F,1,Bare Ctrl,Austrolittorina antipodum,FALSE,24
CapeFoulwind,1,178,F,1,Bare Ctrl,Austrolittorina cincta,FALSE,35
CapeFoulwind,1,178,F,1,Bare Ctrl,Epopella plicata COUNT,FALSE,28
CapeFoulwind,1,178,F,1,Bare Ctrl,Notoacmea Net,FALSE,4
CapeFoulwind,1,178,F,1,Bare Ctrl,Notoacmea Radialspokes,FALSE,4
CapeFoulwind,1,178,F,1,Bare Ctrl,Porphyra COUNT,FALSE,46
CapeFoulwind,1,178,F,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,1
CapeFoulwind,1,178,F,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,2
CapeFoulwind,1,178,F,5,Ctrl,Austrolittorina antipodum,FALSE,5
CapeFoulwind,1,178,F,5,Ctrl,Austrolittorina cincta,FALSE,343
CapeFoulwind,1,178,F,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,173
CapeFoulwind,1,178,F,5,Ctrl,Epopella plicata COUNT,FALSE,27
CapeFoulwind,1,178,F,5,Ctrl,Nereididae spp,FALSE,2
CapeFoulwind,1,178,F,5,Ctrl,Notoacmea 2spokes,FALSE,2
CapeFoulwind,1,178,F,5,Ctrl,Notoacmea Black,FALSE,27
CapeFoulwind,1,178,F,5,Ctrl,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,F,5,Ctrl,Notoacmea Radialspokes,FALSE,8
CapeFoulwind,1,178,F,5,Ctrl,Risellopsis varia,FALSE,7
CapeFoulwind,1,178,F,5,Ctrl,Xenostrobus pulex COUNT,FALSE,611
CapeFoulwind,1,178,F,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,1
CapeFoulwind,1,280,A,3,- Pred,Xenostrobus pulex COUNT,FALSE,711
CapeFoulwind,2,280,A,3,- Pred,Xenostrobus pulex COUNT,FALSE,766
CapeFoulwind,1,280,A,5,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,499
CapeFoulwind,1,280,A,6,+ Pred,Xenostrobus pulex COUNT,FALSE,768
CapeFoulwind,1,280,A,4,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,382
CapeFoulwind,1,280,A,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,0
CapeFoulwind,1,280,A,2,Ctrl,Xenostrobus pulex COUNT,FALSE,525
CapeFoulwind,1,280,B,2,- Pred,Xenostrobus pulex COUNT,FALSE,1027
CapeFoulwind,1,280,B,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,265
CapeFoulwind,1,280,B,4,+ Pred,Xenostrobus pulex COUNT,FALSE,658
CapeFoulwind,2,280,B,4,+ Pred,Xenostrobus pulex COUNT,FALSE,611
CapeFoulwind,1,280,B,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,612
CapeFoulwind,1,280,B,3,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,2
CapeFoulwind,1,280,B,5,Ctrl,Xenostrobus pulex COUNT,FALSE,395
CapeFoulwind,1,280,C,3,- Pred,Xenostrobus pulex COUNT,FALSE,376
CapeFoulwind,1,280,C,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,530
CapeFoulwind,1,280,C,6,+ Pred,Xenostrobus pulex COUNT,FALSE,343
CapeFoulwind,1,280,C,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,280
CapeFoulwind,1,280,C,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,3
CapeFoulwind,1,280,C,5,Ctrl,Xenostrobus pulex COUNT,FALSE,77
CapeFoulwind,1,280,D,4,- Pred,Xenostrobus pulex COUNT,FALSE,393
CapeFoulwind,1,280,D,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,752
CapeFoulwind,1,280,D,1,+ Pred,Xenostrobus pulex COUNT,FALSE,682
CapeFoulwind,1,280,D,5,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,438
CapeFoulwind,1,280,D,2,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,1
CapeFoulwind,1,280,D,3,Ctrl,Xenostrobus pulex COUNT,FALSE,798
CapeFoulwind,1,280,E,2,- Pred,Xenostrobus pulex COUNT,FALSE,939
CapeFoulwind,2,280,E,2,- Pred,Xenostrobus pulex COUNT,FALSE,1041
CapeFoulwind,1,280,E,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,695
CapeFoulwind,1,280,E,6,+ Pred,Xenostrobus pulex COUNT,FALSE,676
CapeFoulwind,1,280,E,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,374
CapeFoulwind,1,280,E,5,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,17
CapeFoulwind,1,280,E,3,Ctrl,Xenostrobus pulex COUNT,FALSE,168
CapeFoulwind,1,280,F,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,416
CapeFoulwind,1,280,F,4,+ Pred,Xenostrobus pulex COUNT,FALSE,609
CapeFoulwind,2,280,F,4,+ Pred,Xenostrobus pulex COUNT,FALSE,616
CapeFoulwind,1,280,F,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,469
CapeFoulwind,1,280,F,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,2
CapeFoulwind,1,280,F,5,Ctrl,Xenostrobus pulex COUNT,FALSE,535
CapeFoulwind,1,338,A,3,- Pred,Austrolittorina antipodum,FALSE,9
CapeFoulwind,1,338,A,3,- Pred,Austrolittorina cincta,FALSE,175
CapeFoulwind,1,338,A,3,- Pred,Bare Rock,TRUE,1
CapeFoulwind,1,338,A,3,- Pred,Chamaesipho columna DEADCOUNT,FALSE,101
CapeFoulwind,1,338,A,3,- Pred,Epopella plicata COUNT,FALSE,18
CapeFoulwind,1,338,A,3,- Pred,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,338,A,3,- Pred,Gravel,TRUE,1
CapeFoulwind,1,338,A,3,- Pred,Notoacmea Black,FALSE,34
CapeFoulwind,1,338,A,3,- Pred,Notoacmea Radialspokes,FALSE,1
CapeFoulwind,1,338,A,3,- Pred,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,A,3,- Pred,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,338,A,3,- Pred,Risellopsis varia,FALSE,4
CapeFoulwind,1,338,A,3,- Pred,UNID Anemone,TRUE,1
CapeFoulwind,1,338,A,3,- Pred,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,A,3,- Pred,Xenostrobus pulex COUNT,FALSE,765
CapeFoulwind,1,338,A,3,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Austrolittorina antipodum,FALSE,24
CapeFoulwind,1,338,A,5,- Pred dPrey,Austrolittorina cincta,FALSE,489
CapeFoulwind,1,338,A,5,- Pred dPrey,Bare Rock,TRUE,5
CapeFoulwind,1,338,A,5,- Pred dPrey,Chamaesipho brunnea DEADCOUNT,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,108
CapeFoulwind,1,338,A,5,- Pred dPrey,Epopella plicata COUNT,FALSE,3
CapeFoulwind,1,338,A,5,- Pred dPrey,Margarella spp,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Nereididae spp,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Notoacmea Black,FALSE,11
CapeFoulwind,1,338,A,5,- Pred dPrey,Notoacmea Radialspokes,FALSE,4
CapeFoulwind,1,338,A,5,- Pred dPrey,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Porphyra COUNT,FALSE,19
CapeFoulwind,1,338,A,5,- Pred dPrey,Risellopsis varia,FALSE,1
CapeFoulwind,1,338,A,5,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,561
CapeFoulwind,1,338,A,6,+ Pred,Austrolittorina antipodum,FALSE,28
CapeFoulwind,1,338,A,6,+ Pred,Austrolittorina cincta,FALSE,345
CapeFoulwind,1,338,A,6,+ Pred,Bare Rock,TRUE,8
CapeFoulwind,1,338,A,6,+ Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,338,A,6,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,189
CapeFoulwind,1,338,A,6,+ Pred,Epopella plicata COUNT,FALSE,22
CapeFoulwind,1,338,A,6,+ Pred,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,338,A,6,+ Pred,Gravel,TRUE,0.5
CapeFoulwind,1,338,A,6,+ Pred,Haustrum scobina,FALSE,5
CapeFoulwind,1,338,A,6,+ Pred,Notoacmea Black,FALSE,23
CapeFoulwind,1,338,A,6,+ Pred,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,338,A,6,+ Pred,Risellopsis varia,FALSE,1
CapeFoulwind,1,338,A,6,+ Pred,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,A,6,+ Pred,Xenostrobus pulex COUNT,FALSE,732
CapeFoulwind,1,338,A,6,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,6
CapeFoulwind,1,338,A,4,+ Pred dPrey,Austrolittorina antipodum,FALSE,17
CapeFoulwind,1,338,A,4,+ Pred dPrey,Austrolittorina cincta,FALSE,425
CapeFoulwind,1,338,A,4,+ Pred dPrey,Bare Rock,TRUE,18
CapeFoulwind,1,338,A,4,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,175
CapeFoulwind,1,338,A,4,+ Pred dPrey,Epopella plicata COUNT,FALSE,8
CapeFoulwind,1,338,A,4,+ Pred dPrey,Gravel,TRUE,0.5
CapeFoulwind,1,338,A,4,+ Pred dPrey,Notoacmea Black,FALSE,26
CapeFoulwind,1,338,A,4,+ Pred dPrey,Notoacmea Radialspokes,FALSE,4
CapeFoulwind,1,338,A,4,+ Pred dPrey,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,A,4,+ Pred dPrey,Porphyra COUNT,FALSE,7
CapeFoulwind,1,338,A,4,+ Pred dPrey,Risellopsis varia,FALSE,2
CapeFoulwind,1,338,A,4,+ Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,A,4,+ Pred dPrey,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,338,A,4,+ Pred dPrey,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,A,4,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,407
CapeFoulwind,1,338,A,4,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,4
CapeFoulwind,1,338,A,1,Bare Ctrl,Austrolittorina antipodum,FALSE,34
CapeFoulwind,1,338,A,1,Bare Ctrl,Austrolittorina cincta,FALSE,205
CapeFoulwind,1,338,A,1,Bare Ctrl,Bare Rock,TRUE,99
CapeFoulwind,1,338,A,1,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,54
CapeFoulwind,1,338,A,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,0
CapeFoulwind,1,338,A,2,Ctrl,Austrolittorina antipodum,FALSE,26
CapeFoulwind,1,338,A,2,Ctrl,Austrolittorina cincta,FALSE,332
CapeFoulwind,1,338,A,2,Ctrl,Bare Rock,TRUE,25
CapeFoulwind,1,338,A,2,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,98
CapeFoulwind,1,338,A,2,Ctrl,Epopella plicata COUNT,FALSE,8
CapeFoulwind,1,338,A,2,Ctrl,Epopella plicata DEADCOUNT,FALSE,13
CapeFoulwind,1,338,A,2,Ctrl,Haustrum scobina,FALSE,3
CapeFoulwind,1,338,A,2,Ctrl,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,338,A,2,Ctrl,Notoacmea Black,FALSE,23
CapeFoulwind,1,338,A,2,Ctrl,Notoacmea Net,FALSE,1
CapeFoulwind,1,338,A,2,Ctrl,Notoacmea Radialspokes,FALSE,5
CapeFoulwind,1,338,A,2,Ctrl,Porphyra COUNT,FALSE,7
CapeFoulwind,1,338,A,2,Ctrl,Risellopsis varia,FALSE,3
CapeFoulwind,1,338,A,2,Ctrl,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,A,2,Ctrl,Xenostrobus pulex COUNT,FALSE,564
CapeFoulwind,1,338,A,2,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,12
CapeFoulwind,1,338,B,2,- Pred,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Austrolittorina cincta,FALSE,11
CapeFoulwind,1,338,B,2,- Pred,Bare Rock,TRUE,7
CapeFoulwind,1,338,B,2,- Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Cantharidella tesselata,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Chamaesipho columna DEADCOUNT,FALSE,216
CapeFoulwind,1,338,B,2,- Pred,Coralline Encrusting Paint,TRUE,0.1
CapeFoulwind,1,338,B,2,- Pred,Epopella plicata COUNT,FALSE,53
CapeFoulwind,1,338,B,2,- Pred,Haustrum scobina,FALSE,4
CapeFoulwind,1,338,B,2,- Pred,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Notoacmea Black,FALSE,10
CapeFoulwind,1,338,B,2,- Pred,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,338,B,2,- Pred,Patelloida corticata,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,B,2,- Pred,Risellopsis varia,FALSE,15
CapeFoulwind,1,338,B,2,- Pred,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,338,B,2,- Pred,Xenostrobus pulex COUNT,FALSE,1066
CapeFoulwind,2,338,B,2,- Pred,Xenostrobus pulex COUNT,FALSE,1056
CapeFoulwind,1,338,B,2,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,7
CapeFoulwind,1,338,B,6,- Pred dPrey,Austrolittorina cincta,FALSE,8
CapeFoulwind,1,338,B,6,- Pred dPrey,Bare Rock,TRUE,12
CapeFoulwind,1,338,B,6,- Pred dPrey,Cellana ornata,FALSE,1
CapeFoulwind,1,338,B,6,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,136
CapeFoulwind,1,338,B,6,- Pred dPrey,Coralline Encrusting Paint,TRUE,5
CapeFoulwind,1,338,B,6,- Pred dPrey,Elminius modestus COUNT,FALSE,2
CapeFoulwind,1,338,B,6,- Pred dPrey,Epopella plicata COUNT,FALSE,189
CapeFoulwind,1,338,B,6,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,20
CapeFoulwind,1,338,B,6,- Pred dPrey,Haustrum scobina,FALSE,7
CapeFoulwind,1,338,B,6,- Pred dPrey,Haustrum scobina eggmasses,FALSE,9
CapeFoulwind,1,338,B,6,- Pred dPrey,Notoacmea Black,FALSE,4
CapeFoulwind,1,338,B,6,- Pred dPrey,Notoacmea Net,FALSE,1
CapeFoulwind,1,338,B,6,- Pred dPrey,Notoacmea Radialspokes,FALSE,2
CapeFoulwind,1,338,B,6,- Pred dPrey,Patelloida corticata,FALSE,1
CapeFoulwind,1,338,B,6,- Pred dPrey,Perna canaliculus COUNT,FALSE,4
CapeFoulwind,1,338,B,6,- Pred dPrey,Perna canaliculus DEADCOUNT,FALSE,1
CapeFoulwind,1,338,B,6,- Pred dPrey,Plaxiphora obtecta,FALSE,3
CapeFoulwind,1,338,B,6,- Pred dPrey,Risellopsis varia,FALSE,20
CapeFoulwind,1,338,B,6,- Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,B,6,- Pred dPrey,UNID Algae Red,TRUE,0.1
CapeFoulwind,1,338,B,6,- Pred dPrey,UNID Tar,TRUE,0.5
CapeFoulwind,1,338,B,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,291
CapeFoulwind,1,338,B,6,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,8
CapeFoulwind,1,338,B,4,+ Pred,Aulacomya atra maoriana COUNT,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,Austrolittorina cincta,FALSE,54
CapeFoulwind,1,338,B,4,+ Pred,Bare Rock,TRUE,35
CapeFoulwind,1,338,B,4,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,46
CapeFoulwind,1,338,B,4,+ Pred,Coralline Encrusting Paint,TRUE,1
CapeFoulwind,1,338,B,4,+ Pred,Epopella plicata COUNT,FALSE,155
CapeFoulwind,1,338,B,4,+ Pred,Epopella plicata DEADCOUNT,FALSE,14
CapeFoulwind,1,338,B,4,+ Pred,Notoacmea Black,FALSE,24
CapeFoulwind,1,338,B,4,+ Pred,Notoacmea Radialspokes,FALSE,15
CapeFoulwind,1,338,B,4,+ Pred,Patelloida corticata,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,Risellopsis varia,FALSE,8
CapeFoulwind,1,338,B,4,+ Pred,Siphonaria australis,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,B,4,+ Pred,UNID Algae Red,TRUE,1
CapeFoulwind,1,338,B,4,+ Pred,UNID Tar,TRUE,1
CapeFoulwind,1,338,B,4,+ Pred,Xenostrobus pulex COUNT,FALSE,790
CapeFoulwind,1,338,B,4,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,338,B,1,+ Pred dPrey,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,338,B,1,+ Pred dPrey,Austrolittorina cincta,FALSE,99
CapeFoulwind,1,338,B,1,+ Pred dPrey,Bare Rock,TRUE,8
CapeFoulwind,1,338,B,1,+ Pred dPrey,Benhamina obliquata,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,68
CapeFoulwind,1,338,B,1,+ Pred dPrey,Coralline Encrusting Paint,TRUE,0.1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Epopella plicata COUNT,FALSE,104
CapeFoulwind,1,338,B,1,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,12
CapeFoulwind,1,338,B,1,+ Pred dPrey,Haustrum scobina,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Nereididae spp,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Notoacmea Black,FALSE,24
CapeFoulwind,1,338,B,1,+ Pred dPrey,Notoacmea Radialspokes,FALSE,21
CapeFoulwind,1,338,B,1,+ Pred dPrey,Patelloida corticata,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,338,B,1,+ Pred dPrey,Risellopsis varia,FALSE,14
CapeFoulwind,1,338,B,1,+ Pred dPrey,Siphonaria australis,FALSE,3
CapeFoulwind,1,338,B,1,+ Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,B,1,+ Pred dPrey,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,338,B,1,+ Pred dPrey,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,B,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,773
CapeFoulwind,1,338,B,3,Bare Ctrl,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,338,B,3,Bare Ctrl,Austrolittorina cincta,FALSE,133
CapeFoulwind,1,338,B,3,Bare Ctrl,Bare Rock,TRUE,95
CapeFoulwind,1,338,B,3,Bare Ctrl,Benhamina obliquata,FALSE,2
CapeFoulwind,1,338,B,3,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,35
CapeFoulwind,1,338,B,3,Bare Ctrl,Epopella plicata COUNT,FALSE,30
CapeFoulwind,1,338,B,3,Bare Ctrl,Notoacmea Black,FALSE,4
CapeFoulwind,1,338,B,3,Bare Ctrl,Notoacmea Radialspokes,FALSE,18
CapeFoulwind,1,338,B,3,Bare Ctrl,Porphyra COUNT,FALSE,2
CapeFoulwind,1,338,B,3,Bare Ctrl,Siphonaria australis,FALSE,5
CapeFoulwind,1,338,B,3,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,5
CapeFoulwind,1,338,B,3,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,7
CapeFoulwind,1,338,B,5,Ctrl,Austrolittorina cincta,FALSE,48
CapeFoulwind,1,338,B,5,Ctrl,Bare Rock,TRUE,48
CapeFoulwind,1,338,B,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,92
CapeFoulwind,1,338,B,5,Ctrl,Coralline Encrusting Paint,TRUE,1
CapeFoulwind,1,338,B,5,Ctrl,Epopella plicata COUNT,FALSE,53
CapeFoulwind,1,338,B,5,Ctrl,Epopella plicata DEADCOUNT,FALSE,6
CapeFoulwind,1,338,B,5,Ctrl,Haustrum scobina,FALSE,2
CapeFoulwind,1,338,B,5,Ctrl,Notoacmea Black,FALSE,6
CapeFoulwind,1,338,B,5,Ctrl,Notoacmea Net,FALSE,1
CapeFoulwind,1,338,B,5,Ctrl,Notoacmea Radialspokes,FALSE,5
CapeFoulwind,1,338,B,5,Ctrl,Patelloida corticata,FALSE,1
CapeFoulwind,1,338,B,5,Ctrl,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,338,B,5,Ctrl,Risellopsis varia,FALSE,14
CapeFoulwind,1,338,B,5,Ctrl,Siphonaria australis,FALSE,1
CapeFoulwind,1,338,B,5,Ctrl,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,B,5,Ctrl,UNID Algae Red,TRUE,1
CapeFoulwind,1,338,B,5,Ctrl,UNID Tar,TRUE,0.1
CapeFoulwind,1,338,B,5,Ctrl,Xenostrobus pulex COUNT,FALSE,440
CapeFoulwind,1,338,B,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,338,C,3,- Pred,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,338,C,3,- Pred,Austrolittorina cincta,FALSE,86
CapeFoulwind,1,338,C,3,- Pred,Bare Rock,TRUE,4
CapeFoulwind,1,338,C,3,- Pred,Cantharidella tesselata,FALSE,1
CapeFoulwind,1,338,C,3,- Pred,Cellana ornata,FALSE,1
CapeFoulwind,1,338,C,3,- Pred,Chamaesipho columna DEADCOUNT,FALSE,122
CapeFoulwind,1,338,C,3,- Pred,Epopella plicata COUNT,FALSE,302
CapeFoulwind,1,338,C,3,- Pred,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,338,C,3,- Pred,Gravel,TRUE,0.5
CapeFoulwind,1,338,C,3,- Pred,Nereididae spp,FALSE,1
CapeFoulwind,1,338,C,3,- Pred,Notoacmea Black,FALSE,28
CapeFoulwind,1,338,C,3,- Pred,Notoacmea Radialspokes,FALSE,8
CapeFoulwind,1,338,C,3,- Pred,Perna canaliculus COUNT,FALSE,4
CapeFoulwind,1,338,C,3,- Pred,Risellopsis varia,FALSE,8
CapeFoulwind,1,338,C,3,- Pred,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,338,C,3,- Pred,Xenostrobus pulex COUNT,FALSE,465
CapeFoulwind,1,338,C,3,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,338,C,4,- Pred dPrey,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,338,C,4,- Pred dPrey,Austrolittorina cincta,FALSE,117
CapeFoulwind,1,338,C,4,- Pred dPrey,Bare Rock,TRUE,5
CapeFoulwind,1,338,C,4,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,93
CapeFoulwind,1,338,C,4,- Pred dPrey,Epopella plicata COUNT,FALSE,274
CapeFoulwind,1,338,C,4,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,338,C,4,- Pred dPrey,Gravel,TRUE,0.5
CapeFoulwind,1,338,C,4,- Pred dPrey,Haustrum scobina,FALSE,2
CapeFoulwind,1,338,C,4,- Pred dPrey,Notoacmea Black,FALSE,25
CapeFoulwind,1,338,C,4,- Pred dPrey,Notoacmea Radialspokes,FALSE,7
CapeFoulwind,1,338,C,4,- Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,338,C,4,- Pred dPrey,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,338,C,4,- Pred dPrey,Risellopsis varia,FALSE,14
CapeFoulwind,1,338,C,4,- Pred dPrey,Siphonaria australis,FALSE,1
CapeFoulwind,1,338,C,4,- Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,338,C,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,593
CapeFoulwind,1,338,C,6,+ Pred,Austrolittorina cincta,FALSE,71
CapeFoulwind,1,338,C,6,+ Pred,Bare Rock,TRUE,45
CapeFoulwind,1,338,C,6,+ Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,338,C,6,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,53
CapeFoulwind,1,338,C,6,+ Pred,Epopella plicata COUNT,FALSE,263
CapeFoulwind,1,338,C,6,+ Pred,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,338,C,6,+ Pred,Haustrum scobina,FALSE,5
CapeFoulwind,1,338,C,6,+ Pred,Nereididae spp,FALSE,1
CapeFoulwind,1,338,C,6,+ Pred,Notoacmea Black,FALSE,10
CapeFoulwind,1,338,C,6,+ Pred,Notoacmea Net,FALSE,1
CapeFoulwind,1,338,C,6,+ Pred,Notoacmea Radialspokes,FALSE,3
CapeFoulwind,1,338,C,6,+ Pred,Perna canaliculus COUNT,FALSE,6
CapeFoulwind,1,338,C,6,+ Pred,Risellopsis varia,FALSE,17
CapeFoulwind,1,338,C,6,+ Pred,Siphonaria australis,FALSE,1
